station,SOC provided,whether_electrified
72,6201.818482075788,False
79,4263.940837949277,False
82,1299.3469793225468,False
83,1682.0517775409542,False
116,6942.235518064521,False
119,476.80854996788054,False
120,1021.0275276357564,False
127,16283.577723295744,True
128,17543.325351662552,True
143,3462.335757862836,False
144,889.6329353240305,False
146,8443.883562524583,True
150,3268.9734104398076,False
151,22961.820292913915,True
152,8034.829611286722,True
153,4701.519867619737,False
157,1901.6640255595778,False
161,7444.586655873701,False
164,4652.818070028517,False
167,6466.581168200929,False
168,11402.452086086294,False
173,13979.188760631316,True
174,5087.42431216418,False
195,6332.135585154524,False
212,8499.88658453021,False
216,554.395467815335,False
217,3913.9853694246835,False
223,8533.26055138963,True
224,792.7569569528143,False
228,3844.242837936784,False
229,18274.43485942822,True
232,3229.031047156642,False
236,7770.799461294577,False
237,8602.087167630834,False
238,9642.059546491406,True
239,2075.4709960995456,False
241,1354.1724518559265,False
242,2164.8096368568677,False
243,1605.6905292629303,False
244,1194.9864636347475,False
245,598.9006081779322,False
247,4853.845919943428,False
248,3151.5248005352596,True
249,5439.848527338054,True
251,18104.607219310867,True
252,8721.334918036568,True
253,4118.400971596897,False
254,3815.7071298007977,False
257,5849.775614716899,False
258,2200.262100986805,False
259,5716.2869859251605,False
260,2143.0023473836663,False
261,2544.2333195850865,False
262,1012.6022978348707,False
264,3689.244373270858,False
265,7261.234584318318,False
266,1791.3307295728337,False
267,6234.834628559579,False
268,5929.389830584738,False
270,775.2862693369942,False
274,1661.386073203156,False
275,1475.4866177424342,False
276,4407.046146815931,False
278,1330.1154274180728,False
279,5516.631902782237,False
280,7263.033585922062,True
281,12221.641634009842,True
282,2280.921263395629,False
284,19966.723305475778,True
285,22124.028120528434,True
289,806.1310785975516,False
291,1593.9552661508274,False
293,12946.359326277588,False
295,3157.6480066230956,False
296,11068.692784157936,True
297,8075.732900616326,False
301,5915.555017753104,False
302,2269.485920436124,False
303,5982.98728935625,False
304,7074.48128908965,False
305,10480.576093180562,True
306,3839.1229544872917,False
307,4608.455231268727,False
308,2733.2231719263923,False
309,9839.792742138461,True
310,2272.815583269456,False
311,3352.6531552125016,False
312,7995.076546346254,False
313,2336.0580500240985,False
314,2267.967234768143,False
315,17041.170916191382,True
316,5882.046244018281,True
317,5511.7055213206495,False
319,12343.841699900344,True
320,4275.238179898879,False
321,2819.56048990259,False
322,2027.1292717669041,False
323,2634.5352007148226,False
324,1243.3401405182694,False
325,5524.082327892965,False
326,6210.956622508417,False
327,18775.045463045793,True
328,9770.911196896077,True
330,2850.700563899766,False
331,1993.0434599473365,False
332,7108.807621836886,True
334,8971.766817730491,False
335,8840.633227899312,True
336,11957.588112191985,True
337,2206.8853281518877,False
339,1734.2886082781595,False
340,6362.49520830278,True
341,1628.2541816771577,False
342,1685.7421717273933,False
343,2197.6779708019585,False
344,977.1798425440793,False
345,7348.9877852335085,False
346,6752.633943209263,False
347,13756.18891615669,True
348,5778.979546080354,False
349,2699.2952722787372,False
350,4199.7369286381145,False
351,3606.623432629321,False
353,1764.348358547444,False
354,1251.071502727133,False
355,6362.362015872919,False
356,4709.504617474899,True
357,4207.432074857267,False
358,19210.023033268302,True
359,14232.33261819108,True
360,2967.1630070211527,False
361,5381.438494797646,False
362,3436.124450434929,False
363,12706.409166372705,True
364,1355.9334280187165,False
365,7102.267545438064,True
366,1727.03009132238,False
368,19576.471521813855,True
369,4739.406918478144,False
372,512.7024542592317,False
373,343.52383299864994,False
376,3781.570976395975,False
377,5405.409552807726,False
379,10681.695538331747,False
380,8667.831060451765,False
382,12474.6500661247,False
383,12354.571876537148,True
384,2512.2858131490234,False
385,6111.032570580088,False
386,4633.259311506613,False
387,30103.877308128434,True
388,10619.93713183983,True
389,2213.3038276708544,False
390,2369.0495655534655,False
391,3161.068012074648,False
392,3181.0966405348927,False
393,3186.7234149371075,False
394,4759.692083945781,False
395,7520.010240172158,True
396,9797.970017956995,True
397,4804.289947981036,True
398,2339.4220721840657,False
399,1397.9262398644737,False
400,1051.44864474542,False
401,7362.045643634841,False
402,18106.309590616802,True
403,4348.467887284348,False
405,17372.258826521003,True
406,1725.0828899523608,False
407,994.2476335015225,False
408,2196.7911598366395,False
409,453.72542671997144,False
410,15828.890058952356,True
411,5125.2853283620825,True
412,6092.598021412874,False
414,2365.837048327604,False
415,3465.576067780135,False
416,1401.5645461424194,False
417,5999.1637643686745,False
418,1299.8718450490974,False
419,3695.7180008986775,True
420,2213.32054796022,True
421,2845.6105971743186,True
422,8978.797266780273,True
423,8588.730576901824,True
426,24750.106550114844,True
427,9485.898075725625,True
428,12488.220453425438,True
430,17026.00844941049,True
432,12318.429343136651,True
433,14414.354376820973,True
434,12868.605930697602,True
435,25028.52278163274,True
436,723.9781139985517,False
437,785.1506333094485,False
438,6880.3240762930745,False
439,7265.250635898193,False
440,3634.451292814758,False
441,4918.227863075308,False
442,16035.651033313476,True
443,436.93279396508615,False
444,15440.802282273997,True
445,8097.676710509432,False
446,17780.509925998973,True
447,5234.414462261315,False
448,7478.337972546329,False
449,4087.6511772773542,False
450,8748.178050112325,False
453,7978.5229341106515,False
454,2763.481366465982,False
455,3555.6231048539485,False
456,3905.7620115819054,False
457,10827.151202765148,False
458,9110.756482625868,False
459,29724.39021855357,True
460,3776.2255228071126,False
461,8759.692406977792,False
462,9843.460230977707,False
465,8638.303635799997,False
466,7956.832654591161,False
467,2400.4352787040807,False
468,6069.077243978807,False
469,4558.839985638693,False
470,7070.121532833616,False
471,1774.0216038595254,False
472,12649.484551218045,True
473,5307.70734450758,False
474,13005.986479351735,True
476,6710.853893614907,False
477,10447.141387351458,False
478,7442.748216424059,False
479,14885.618938799507,True
480,3823.5017891220014,False
481,1950.7910053955452,False
482,8617.816451776353,False
483,8252.649570803776,False
484,11761.623966794208,True
485,5620.45216309776,False
486,11816.195774679836,True
487,6522.442952452084,False
488,796.1309605797112,False
490,22125.60410653421,True
491,13994.867891368554,True
492,9474.581258783426,False
494,8988.916443141305,False
495,5623.049492285361,False
496,9168.532385377483,False
497,29612.274804941473,True
498,6773.809964582195,False
499,11982.7736195815,True
500,4391.245392498668,False
501,5185.208932078009,False
502,3580.5731193059833,False
