station,SOC provided,whether_electrified
72,6399.478883109965,False
79,4227.521008406298,False
82,1392.208398377072,False
83,1654.2337759459401,False
116,7197.363943735449,False
119,153.28532244968846,False
120,934.3097615807183,False
127,14029.228129207704,True
128,14377.922961899087,True
143,3572.8036496482678,False
144,804.146263916847,False
146,7598.039335755183,True
150,3342.8603942070376,False
151,25019.817369954373,True
152,7253.75963950062,True
153,5087.73853977424,False
157,2126.538808768244,False
161,7727.900005454218,False
164,4081.8056224576885,False
167,7163.93260152258,False
168,14741.468849346516,True
173,14075.212011346483,True
174,5611.288799436397,False
195,5703.594371306358,False
212,9157.154872042254,False
216,597.7955654275497,False
217,4262.1640693085155,False
223,7701.38554009646,True
224,553.0047605339622,False
228,3597.3186486262452,False
229,17737.7092479461,True
232,3008.9897788738804,False
236,8341.237914679901,False
237,9000.96979940707,False
238,8693.09056756862,True
239,2193.0252232696776,False
241,1294.7630955736772,False
242,1992.9260282527105,False
243,1482.0512681672294,False
244,1299.646094037156,False
245,576.8743453795224,False
247,4558.25961709236,False
248,2700.180575226503,True
249,5840.953460789479,True
251,13979.790858417591,True
252,8123.511114949476,True
253,3905.650578872309,False
254,3521.409714490027,False
257,5699.201785086207,False
258,1538.3967398735708,False
259,5921.300160315034,False
260,2280.7132487519866,False
261,3154.7028774193877,False
262,1040.4664626500103,False
264,3301.794294884832,False
265,6841.771058277486,False
266,1893.982104129768,False
267,6506.765673584023,False
268,6296.438682392435,False
270,973.436017127944,False
274,1617.8863576846813,False
275,1214.2339644735546,False
276,3816.426199719488,False
278,1307.767723208843,False
279,5203.072977021542,False
280,6984.217665917424,True
281,11332.935669346562,True
282,2215.1702825175416,False
284,17100.671344874172,True
285,22593.066788449345,True
289,779.8076144014524,False
291,1497.3982991890405,False
293,22636.840146061,True
295,3288.196753679697,False
296,11331.275433370758,True
297,7619.7112212943475,False
301,6065.735294583074,False
302,2509.9262741400853,False
303,5848.641918554043,False
304,6507.725272819252,False
305,10614.596330599174,True
306,4275.542381767715,False
307,4624.469469533077,False
308,3022.8405981031715,False
309,10440.114160313953,True
310,1775.7807543396107,False
311,3462.390547686322,False
312,6713.43851183875,False
313,1824.368687142224,False
314,2173.6297114398208,False
315,17202.86219143853,True
316,5756.59429358368,True
317,5148.605060485147,False
319,13368.53763490858,True
320,3911.1534798518705,False
321,2798.8500820280774,False
322,2327.651244123443,False
323,3659.4529678112613,False
324,1695.619955628211,False
325,4898.546996421029,False
326,6487.562283514444,False
327,19470.17959311156,True
328,9441.172833261071,True
330,3111.4027309946555,False
331,2259.7382990490355,False
332,6663.386141177245,True
334,8177.942318179388,False
335,7787.3798636584515,True
336,11637.684002226168,True
337,2747.310631978389,False
339,1687.7876008954443,False
340,5936.642283796005,True
341,1575.5137725357913,False
342,1984.816527421955,False
343,1704.047803592314,False
344,910.9314777348428,False
345,7961.1171197139065,False
346,5956.745397676643,False
347,14581.733055147442,True
348,4947.854121597273,False
349,2942.8322779129644,False
350,3455.4982263922884,False
351,3610.2464757850917,False
353,1252.697270601889,False
354,839.4112990804165,False
355,5664.5711072952,False
356,4981.613231013517,True
357,4113.750587549267,False
358,19502.91849472662,True
359,14006.56038608212,True
360,3439.314548441771,False
361,6007.17608380263,False
362,3396.4186447802467,False
363,13971.031518100803,True
364,1482.9816519352285,False
365,7068.371038536599,True
366,1991.5828901635432,False
368,20414.550858880684,True
369,5153.02744116224,False
372,560.8069800767033,False
373,465.34698782670347,False
376,3744.187753587262,False
377,5141.287426703495,False
379,13484.035113369553,True
380,8954.359398468929,False
382,15513.63948527317,True
383,12427.65351874078,True
384,2066.9588672460923,False
385,5507.9209262704435,False
386,3817.666168469936,False
387,31343.71128092719,True
388,8960.759916565008,True
389,2306.4869047632124,False
390,1988.2343774138023,False
391,2837.9692723440057,False
392,3119.6050088352463,False
393,2231.8053867825492,False
394,4731.570615929031,False
395,7281.789713525696,True
396,8246.526939503436,True
397,4923.956864523968,True
398,2550.475777414026,False
399,1082.6959699684674,False
400,1065.0357620101163,False
401,7291.62120135506,False
402,16497.023205713907,True
403,5605.800773156448,False
405,15176.404812271345,True
406,2157.577214796998,False
407,959.2820446288226,False
408,2038.9403972693458,False
409,699.8709159531231,False
410,13437.962495843876,True
411,4888.328089481591,True
412,6075.539932366979,False
414,1992.9853928736638,False
415,3237.597680413828,False
416,1459.2116550109665,False
417,6171.8753817616625,False
418,1235.5608777036043,False
419,4410.248424190521,True
420,2468.2904991858145,True
421,2747.6064340420003,True
422,7468.953477631706,True
423,6599.233645119691,True
426,24156.741109431787,True
427,8925.961272518573,True
428,11542.416968721122,True
430,16125.69555817785,True
432,11796.660457364307,True
433,13654.730350945125,True
434,9435.613573352948,True
435,23640.725899632016,True
436,579.6907555200294,False
437,1145.4263467864648,False
438,6547.1619918926135,False
439,6322.916430738737,False
440,3591.5136374234876,False
441,4766.178505035881,False
442,15814.116430279191,True
443,495.6219860077962,False
444,13568.554732030067,True
445,7943.507482864508,False
446,14728.064950795106,True
447,5833.321940604406,False
448,6832.54713573188,False
449,4096.305525484513,False
450,8282.404376233473,False
453,8246.578448785926,False
454,2820.2322840948123,False
455,3149.581135306667,False
456,3934.336612048445,False
457,10529.321758069338,False
458,9461.5962808373,False
459,25638.84021871465,True
460,3636.434787911151,False
461,8328.634014035031,False
462,9953.403084044927,False
465,9710.077134626625,False
466,8668.79632884561,False
467,2009.189791883963,False
468,6818.761046003972,False
469,4392.503223956374,False
470,7569.703921610192,False
471,1499.7808549106398,False
472,13017.361675300648,True
473,3987.67334344203,False
474,11076.264624555173,True
476,6583.454475120273,False
477,15962.32212148882,True
478,7574.397342135375,False
479,11798.952725165058,True
480,4774.326257376734,False
481,2001.789470173107,False
482,8319.986572054591,False
483,9052.634545858167,False
484,11025.840796799936,True
485,5145.833573636293,False
486,12636.493743177989,True
487,6365.65251157261,False
488,733.9057091383842,False
490,16666.040794247023,True
491,11795.770016770104,True
492,9732.891584444384,False
494,8185.933173594664,False
495,5883.811304071035,False
496,8956.672268826234,False
497,28724.77676171145,True
498,7012.583359421508,False
499,10844.158483212328,True
500,5105.621688971703,False
501,5625.093726945233,False
502,3737.638697881497,False
503,11913.423008903399,True
504,16884.353685663453,True
505,17502.711152096777,True
507,12939.714195451781,True
508,11065.775189252081,True
509,10208.19183383521,False
511,2592.0754249644306,False
513,7125.014296339986,True
514,29075.721144611463,True
515,6337.196950334395,False
516,1955.9296701506414,False
517,6752.336930618903,False
518,15649.232263864982,True
519,23849.767268354153,True
520,4859.941715752968,False
522,3317.0790645499105,False
523,18652.108343356165,True
524,6469.840936320796,False
525,6743.604562969773,False
526,6452.790251854016,False
527,11072.635662672872,True
528,8657.396785550973,True
529,12458.030811548979,True
530,8156.897079236956,False
531,15535.73043475536,True
532,4256.122218807881,False
533,0,False
534,2811.2271045669645,False
536,10172.214967208713,True
537,13009.048187496404,True
539,23707.196659347235,True
540,12224.864643888968,True
545,12802.391704286447,True
546,9996.51702292029,True
2000,13841.982382873743,True
2001,735.0296083619205,False
2002,22413.695501543087,True
2003,10333.933306842937,True
2005,295.5945976726862,False
2006,15582.02911091009,True
2008,15770.891640064514,True
2009,1944.9211420637903,False
2010,5829.6743644220605,False
2012,5969.735343085511,False
2021,10990.529988671999,True
2022,1444.921195161125,False
2023,3504.77674275051,False
3002,20263.58188671013,True
3016,2547.80285458117,False
3040,0,False
3041,828.6628525165946,False
3042,749.3200237650288,False
3043,504.15292110833224,False
3044,183.3794168239822,False
3046,361.1080898442243,False
3047,239.87750449432127,False
3048,430.91727180678714,False
3049,1204.1841739121642,False
3050,405.23006108136116,False
3052,622.8714442182563,False
3053,344.42749420265403,False
3054,267.3821173791928,False
3055,732.3526531211716,False
3056,3132.033040837185,True
3057,1026.540872441828,False
3058,529.640316289963,False
3059,298.12169009286504,False
3060,294.1946276983857,False
3061,199.68261464284868,False
3062,243.84775211677783,False
3063,281.17954076004315,False
3064,734.0440052467046,False
3065,325.47077126662356,False
3066,184.16799171282844,False
3067,558.8982876155725,False
3068,745.0152684824664,False
3069,758.4946171554959,False
3070,591.6994719649356,False
3071,636.8901258118694,False
3072,3422.70704807622,True
3073,418.19613980490044,False
3074,785.5498995329287,False
3075,231.76951233919422,False
3076,790.5706330490021,False
